,u_name,u_screen_name,t_date,t_text,t_polarity_score,t_polarity,t_subjectivity_score,u_followers,t_retweets,t_favorited,t_mentions,t_id
132,Steve the skeptic,sib313,16/03/2019,@EinsteinsAttic @askmygp @DrMurphy11 @bengoldacre @doctorsdilemma @babylonhealth @GPatHand @ptaccesshelp @GPonlineservice @live_evergreen @getdoctorlink Nationally only ~40-45% of patients get same day appointments. See previous tweets of mine on NHS Digital’s GP appointment data.,-0.041666666666666664,Neutral,0.3229166666666667,1846,1,0,"Phil Booth (EinsteinsAttic), askmyGP (askmygp), Dr Murphy (DrMurphy11), ben goldacre (bengoldacre), Anil Adisesh (doctorsdilemma), Babylon (babylonhealth), Babylon GP at hand (GPatHand), Patient Access (ptaccesshelp), GP Online Services (GPonlineservice), Evergreen Life (live_evergreen), Doctorlink (getdoctorlink)",1106871479696793600
133,ben goldacre,bengoldacre,16/03/2019,@askmygp @sib313 @DrMurphy11 @doctorsdilemma @babylonhealth @GPatHand @ptaccesshelp @GPonlineservice @live_evergreen @getdoctorlink That is well interesting.,0.5,Positive,0.5,482420,0,1,"askmyGP (askmygp), Steve the skeptic (sib313), Dr Murphy (DrMurphy11), Anil Adisesh (doctorsdilemma), Babylon (babylonhealth), Babylon GP at hand (GPatHand), Patient Access (ptaccesshelp), GP Online Services (GPonlineservice), Evergreen Life (live_evergreen), Doctorlink (getdoctorlink)",1106870483163729920
134,Phil Booth,EinsteinsAttic,16/03/2019,@sib313 @askmygp @DrMurphy11 @bengoldacre @doctorsdilemma @babylonhealth @GPatHand @ptaccesshelp @GPonlineservice @live_evergreen @getdoctorlink That looks impressive! Do you have comparative analytics for practices using other methods?,0.4375,Positive,0.6875,1072,0,1,"Steve the skeptic (sib313), askmyGP (askmygp), Dr Murphy (DrMurphy11), ben goldacre (bengoldacre), Anil Adisesh (doctorsdilemma), Babylon (babylonhealth), Babylon GP at hand (GPatHand), Patient Access (ptaccesshelp), GP Online Services (GPonlineservice), Evergreen Life (live_evergreen), Doctorlink (getdoctorlink)",1106869814231031808
135,askmyGP,askmygp,16/03/2019,@sib313 @DrMurphy11 @bengoldacre @doctorsdilemma @babylonhealth @GPatHand @ptaccesshelp @GPonlineservice @live_evergreen @getdoctorlink The tiny take up of video by both patients and clinicians has been a real surprise to us.,0.1,Positive,0.4,1010,0,0,"Steve the skeptic (sib313), Dr Murphy (DrMurphy11), ben goldacre (bengoldacre), Anil Adisesh (doctorsdilemma), Babylon (babylonhealth), Babylon GP at hand (GPatHand), Patient Access (ptaccesshelp), GP Online Services (GPonlineservice), Evergreen Life (live_evergreen), Doctorlink (getdoctorlink)",1106865579208654853
136,Steve the skeptic,sib313,16/03/2019,"@askmygp @DrMurphy11 @bengoldacre @doctorsdilemma @babylonhealth @GPatHand @ptaccesshelp @GPonlineservice @live_evergreen @getdoctorlink Also askmyGP offers patients video as a way to talk to their GP. Fewer than 1 in 1,000 patients choose it over simple online messages or phone calls.",0.05,Positive,0.17857142857142858,1846,1,6,"askmyGP (askmygp), Dr Murphy (DrMurphy11), ben goldacre (bengoldacre), Anil Adisesh (doctorsdilemma), Babylon (babylonhealth), Babylon GP at hand (GPatHand), Patient Access (ptaccesshelp), GP Online Services (GPonlineservice), Evergreen Life (live_evergreen), Doctorlink (getdoctorlink)",1106863911549239296
137,Steve the skeptic,sib313,16/03/2019,"@askmygp @DrMurphy11 @bengoldacre @doctorsdilemma @babylonhealth @GPatHand @ptaccesshelp @GPonlineservice @live_evergreen @getdoctorlink For example, this is how fast askmyGP practices respond to patient requests: https://t.co/BZnRTVuNXP",0.2,Positive,0.6,1846,2,3,"askmyGP (askmygp), Dr Murphy (DrMurphy11), ben goldacre (bengoldacre), Anil Adisesh (doctorsdilemma), Babylon (babylonhealth), Babylon GP at hand (GPatHand), Patient Access (ptaccesshelp), GP Online Services (GPonlineservice), Evergreen Life (live_evergreen), Doctorlink (getdoctorlink)",1106861664119521280
138,Meddev Guy,Meddev_guy,16/03/2019,@DrMurphy11 @MHRAdevices @babylonhealth @GPatHand @MattHancock @TELUSHealth @Samsung @DMS_MilMed @CareQualityComm @bengoldacre @NHSCCIO You need to report via Yellow Card. https://t.co/bO2z4gr89C,0.0,Neutral,0.0,12,0,0,"Dr Murphy (DrMurphy11), MHRA Devices Safety (MHRAdevices), Babylon (babylonhealth), Babylon GP at Hand (GPatHand), Matt Hancock (MattHancock), TELUS Health (TELUSHealth), Samsung Electronics (Samsung), Defence Medical Services (DMS_MilMed), Care Quality Commission (CareQualityComm), ben goldacre (bengoldacre), Simon Eccles (NHSCCIO)",1106860078580285440
139,askmyGP,askmygp,16/03/2019,@DrMurphy11 @bengoldacre @doctorsdilemma @babylonhealth @GPatHand @ptaccesshelp @GPonlineservice @live_evergreen @getdoctorlink @sib313 has the analytics.,0.0,Neutral,0.0,1010,0,1,"Dr Murphy (DrMurphy11), ben goldacre (bengoldacre), Anil Adisesh (doctorsdilemma), Babylon (babylonhealth), Babylon GP at Hand (GPatHand), Patient Access (ptaccesshelp), GP Online Services (GPonlineservice), Evergreen Life (live_evergreen), Doctorlink (getdoctorlink), Steve the skeptic (sib313)",1106859043065393153
140,askmyGP,askmygp,16/03/2019,"@DrMurphy11 @bengoldacre @doctorsdilemma @babylonhealth @GPatHand @ptaccesshelp @GPonlineservice @live_evergreen @getdoctorlink For the record, we serve over 300,000 NHS patients through their practices.  We managed 15,000 consults last week, of which 10,000 initiated online, video offered alongside other channels.  Some fascinating evidence emerging.",0.19166666666666665,Positive,0.4305555555555556,1010,2,3,"Dr Murphy (DrMurphy11), ben goldacre (bengoldacre), Anil Adisesh (doctorsdilemma), Babylon (babylonhealth), Babylon GP at hand (GPatHand), Patient Access (ptaccesshelp), GP Online Services (GPonlineservice), Evergreen Life (live_evergreen), Doctorlink (getdoctorlink)",1106856979090288641
141,Dr Murphy,DrMurphy11,16/03/2019,"@bengoldacre @doctorsdilemma @babylonhealth @GPatHand @askmygp @ptaccesshelp @GPonlineservice @live_evergreen @getdoctorlink Apologies @bengoldacre; it was an emotive tweet, driven by the indifference that has been shown by those responsible for #HealthTech #Governance &amp; #PatientSafety.

I wasn't present at the event, what other online GP consultation systems got a mention? https://t.co/eDLDQBDXHy",0.025000000000000005,Neutral,0.30833333333333335,4091,0,1,"ben goldacre (bengoldacre), Anil Adisesh (doctorsdilemma), Babylon (babylonhealth), Babylon GP at hand (GPatHand), askmyGP (askmygp), Patient Access (ptaccesshelp), GP Online Services (GPonlineservice), Evergreen Life (live_evergreen), Doctorlink (getdoctorlink), ben goldacre (bengoldacre)",1106853675602010112
142,S P P Whiteley,WhiteAero,16/03/2019,"@DrMurphy11 @MHRAdevices @babylonhealth @GPatHand @MattHancock @TELUSHealth @Samsung @DMS_MilMed @CareQualityComm @bengoldacre @NHSCCIO Hi, has a response time been given on when they will respond, given that this is a #PatientSafety issue? Have they also been contacted verbally / physically to ensure they know this issue needs urgent consideration?
Thank you",0.0,Neutral,0.14285714285714285,2045,1,3,"Dr Murphy (DrMurphy11), MHRA Devices Safety (MHRAdevices), Babylon (babylonhealth), Babylon GP at hand (GPatHand), Matt Hancock (MattHancock), TELUS Health (TELUSHealth), Samsung Electronics (Samsung), Defence Medical Services (DMS_MilMed), Care Quality Commission (CareQualityComm), ben goldacre (bengoldacre), Simon Eccles (NHSCCIO)",1106852832857206784
143,ben goldacre,bengoldacre,16/03/2019,"@DrMurphy11 @doctorsdilemma @babylonhealth @GPatHand @askmygp @ptaccesshelp @GPonlineservice @live_evergreen @getdoctorlink That piece has a random quote from an LMC event I chaired. I expressed various views, in passing. It is absurd/unprofessional of you to anonymously characterise this as me ""promoting"" a company. I have mixed, critical views on Babylon - and the state's response to it - as before.",-0.125,Negative,0.5125,482420,1,3,"Dr Murphy (DrMurphy11), Anil Adisesh (doctorsdilemma), Babylon (babylonhealth), Babylon GP at hand (GPatHand), askmyGP (askmygp), Patient Access (ptaccesshelp), GP Online Services (GPonlineservice), Evergreen Life (live_evergreen), Doctorlink (getdoctorlink)",1106849701905731584
144,TAcademic,taphc,16/03/2019,@DrMurphy11 @bengoldacre The problem with @babylonhealth company is more concerned about profits rather than safety - ie keeping a flawed chatbot and GPathand only registering well patients - it seems it's a company that has very little to do with health*care* and more to do with profit generation,0.05125,Positive,0.63,13,0,1,"Dr Murphy (DrMurphy11), ben goldacre (bengoldacre), Babylon (babylonhealth)",1106849165592670208
145,ben goldacre,bengoldacre,16/03/2019,"@DrMurphy11 @babylonhealth @BadBotThreads I haven't made any ""statement"" to ""qualify"". I have mixed, critical views on Babylon - and the state's response to it - as before. That piece has one random quote from an LMC event I chaired. I expressed various views, in passing. Not sure your lurid denunciations are helpful.",-0.15,Negative,0.5877777777777777,482420,0,0,"Dr Murphy (DrMurphy11), Babylon (babylonhealth), BadBotThreads (BadBotThreads)",1106847964478222336
146,Dr Murphy,DrMurphy11,16/03/2019,"This tumblr post👇

https://t.co/IdabUHQNSR

contains recent email correspondence with @MHRAdevices, relating to the dangerously flawed @babylonhealth #eHealth Chatbot.

The inactivity of those with responsibility for Healthcare #PatientSafety &amp; #Governance; is inexcusable. https://t.co/jUS2LAoXtt",-0.25,Negative,0.375,4091,12,13,"MHRA Devices Safety (MHRAdevices), Babylon (babylonhealth)",1106842452659445760
147,david,davidecarroll,16/03/2019,yet more first rate diagnosing from @babylonhealth 😂 https://t.co/x0J9JZA7Cr,0.375,Positive,0.41666666666666663,1925,0,2,Babylon (babylonhealth),1106761344106127361
148,Dr Murphy,DrMurphy11,16/03/2019,"@doctorsdilemma @bengoldacre @babylonhealth @GPatHand @askmygp @ptaccesshelp @GPonlineservice @live_evergreen @getdoctorlink @MattHancock @JulietBauer This blog by @marcus_baw is eye-opening &amp; helps explain ""why we have no actual innovation, just bullshitters retweeting each other about a vague fantasy Blockchain &amp; AI future, while the NHS burns for lack of basic functionality."" https://t.co/qaXEaQcnXV",-0.125,Negative,0.24500000000000002,4091,5,7,"Anil Adisesh (doctorsdilemma), ben goldacre (bengoldacre), Babylon (babylonhealth), Babylon GP at hand (GPatHand), askmyGP (askmygp), Patient Access (ptaccesshelp), GP Online Services (GPonlineservice), Evergreen Life (live_evergreen), Doctorlink (getdoctorlink), Matt Hancock (MattHancock), Juliet Bauer (JulietBauer), Dr Marcus Baw (marcus_baw)",1106714817543454722
149,Jim Parsons,JPWP,15/03/2019,"Speaking of innovation Bro’s — @babylonhealth’s revolutionary, world changing, health #chatbot now brought to you by the good folks at a Canadian phone company! 😞 @telus @TELUSHealth (only available in British Columbia) / cc: @marcus_baw https://t.co/wdsjpKNpXu",0.31875,Positive,0.5,1255,0,3,"Babylon (babylonhealth), TELUS (TELUS), TELUS Health (TELUSHealth), Dr Marcus Baw (marcus_baw)",1106705144316657666
150,💥M💥,MatSilk,15/03/2019,"@noodleflute @DrMurphy11 @babylonhealth Ha - join the club, I got tuberculosis (maybe taken my Victorian Literature degree into account?)",0.0,Neutral,0.0,422,1,3,"Anita Brien (noodleflute), Dr Murphy (DrMurphy11), Babylon (babylonhealth)",1106704455779655680
151,Jim Parsons,JPWP,15/03/2019,"Wondering how much malaria @telushealth @telus @babylonhealth algorithms will diagnose in beautiful British Columbia, Canada #DigitalHealth #Health #AI #BioSurveillance #EthicalAnalytics https://t.co/9YhzRUgaj8",0.35000000000000003,Positive,0.39999999999999997,1255,2,3,"TELUS Health (TELUSHealth), TELUS (TELUS), Babylon (babylonhealth)",1106702267590295554
152,Anil Adisesh,doctorsdilemma,15/03/2019,"@askmygp @DrMurphy11 @bengoldacre @babylonhealth @GPatHand @ptaccesshelp @GPonlineservice @live_evergreen @getdoctorlink @MattHancock @JulietBauer My comment wasn’t aimed at your product, like I said I’ve never heard of it so no need to @me",0.0,Neutral,0.0,510,0,1,"askmyGP (askmygp), Dr Murphy (DrMurphy11), ben goldacre (bengoldacre), Babylon (babylonhealth), Babylon GP at hand (GPatHand), Patient Access (ptaccesshelp), GP Online Services (GPonlineservice), Evergreen Life (live_evergreen), Doctorlink (getdoctorlink), Matt Hancock (MattHancock), Juliet Bauer (JulietBauer), Maine.com (Me)",1106699240645017602
153,askmyGP,askmygp,15/03/2019,"@doctorsdilemma @DrMurphy11 @bengoldacre @babylonhealth @GPatHand @ptaccesshelp @GPonlineservice @live_evergreen @getdoctorlink @MattHancock @JulietBauer You are welcome to advise us on #MarketingStrategy but in short, we don't promote to general public as we only serve patients registered at customer practices.  And promoting to GPs is, er, problematic.  £millions on PR is what VC backers want, not appropriate for other models.",0.06785714285714287,Positive,0.5202380952380953,1010,0,1,"Anil Adisesh (doctorsdilemma), Dr Murphy (DrMurphy11), ben goldacre (bengoldacre), Babylon (babylonhealth), Babylon GP at hand (GPatHand), Patient Access (ptaccesshelp), GP Online Services (GPonlineservice), Evergreen Life (live_evergreen), Doctorlink (getdoctorlink), Matt Hancock (MattHancock), Juliet Bauer (JulietBauer)",1106697754217197568
154,Anita Brien,noodleflute,15/03/2019,"So I’ve been unwell for a few days - dizziness, lethargy, fainting....just did a @babylonhealth symptom checker and apparently there is a 75% chance I have malaria! #babylonhealth #misdiagnosis https://t.co/bhl4WIFAFa",-0.06875,Negative,0.22499999999999998,272,19,50,Babylon (babylonhealth),1106693528506241024
155,Anil Adisesh,doctorsdilemma,15/03/2019,"@DrMurphy11 @bengoldacre @babylonhealth @GPatHand @askmygp @ptaccesshelp @GPonlineservice @live_evergreen @getdoctorlink @MattHancock @JulietBauer But neither have the general public, #MarketingStrategy",0.02500000000000001,Neutral,0.2833333333333333,510,0,0,"Dr Murphy (DrMurphy11), ben goldacre (bengoldacre), Babylon (babylonhealth), Babylon GP at hand (GPatHand), askmyGP (askmygp), Patient Access (ptaccesshelp), GP Online Services (GPonlineservice), Evergreen Life (live_evergreen), Doctorlink (getdoctorlink), Matt Hancock (MattHancock), Juliet Bauer (JulietBauer)",1106692724135219200
156,Dr Murphy,DrMurphy11,15/03/2019,"@doctorsdilemma @bengoldacre @babylonhealth @GPatHand @askmygp @ptaccesshelp @GPonlineservice @live_evergreen @getdoctorlink The reason you haven't heard of the other 22 NHS Approved online providers; is because they haven't spent millions on 'Hyperbolic PR' or been promoted by @MattHancock @JulietBauer or @bengoldacre... #Integrity #Transparency #COIs 
https://t.co/VlgfQU8jpd",-0.1125,Negative,0.2375,4091,2,6,"Anil Adisesh (doctorsdilemma), ben goldacre (bengoldacre), Babylon (babylonhealth), Babylon GP at Hand (GPatHand), askmyGP (askmygp), Patient Access (ptaccesshelp), GP Online Services (GPonlineservice), Evergreen Life (live_evergreen), Doctorlink (getdoctorlink), Matt Hancock (MattHancock), Juliet Bauer (JulietBauer), ben goldacre (bengoldacre)",1106692264808595457
157,Anil Adisesh,doctorsdilemma,15/03/2019,"@DrMurphy11 @bengoldacre @babylonhealth @GPatHand @askmygp @ptaccesshelp @GPonlineservice @live_evergreen @getdoctorlink I can see your point although the others haven’t really impinged upon general awareness much, I’d struggle to name them. I remember an ex NHS digital innovation chief going to work for a Scandinavian one something like lyft but that’s a taxi app",0.1125,Positive,0.22499999999999998,510,0,0,"Dr Murphy (DrMurphy11), ben goldacre (bengoldacre), Babylon (babylonhealth), Babylon GP at hand (GPatHand), askmyGP (askmygp), Patient Access (ptaccesshelp), GP Online Services (GPonlineservice), Evergreen Life (live_evergreen), Doctorlink (getdoctorlink)",1106689486073851905
158,Dr Murphy,DrMurphy11,15/03/2019,"@doctorsdilemma @bengoldacre @babylonhealth What's disappointing, is that @bengoldacre has used 'his position' to promote Babylon @GPatHand, when there are many alternative 'non-disruptive' online solutions available... 
@askmygp @ptaccesshelp @GPonlineservice @live_evergreen @getdoctorlink  https://t.co/57n0G6DaV0",0.10000000000000002,Positive,0.5333333333333333,4091,2,6,"Anil Adisesh (doctorsdilemma), ben goldacre (bengoldacre), Babylon (babylonhealth), ben goldacre (bengoldacre), Babylon GP at hand (GPatHand), askmyGP (askmygp), Patient Access (ptaccesshelp), GP Online Services (GPonlineservice), Evergreen Life (live_evergreen), Doctorlink (getdoctorlink)",1106686697763422216
159,Anil Adisesh,doctorsdilemma,15/03/2019,@DrMurphy11 @bengoldacre @bengoldacre is absolutely right note he’s talking about accessible video consultation (not AI chatbots) and where was all the UK ehealth discussion before @babylonhealth market entry. The paradigm shift is important. #eHealth,0.3535714285714286,Positive,0.6369047619047619,510,1,1,"Dr Murphy (DrMurphy11), ben goldacre (bengoldacre), ben goldacre (bengoldacre), Babylon (babylonhealth)",1106681831548686336
160,Dr Murphy,DrMurphy11,15/03/2019,"You need to qualify that statement, or delete some of your prior tweets...

There is nothing 'novel' or 'innovative' about @babylonhealth apart from their Hyperbolic PR.

Why are you suddenly promoting Bad HealthTech?
@BadBotThreads #DeathByChatbot 
https://t.co/cTQqG3CgnW",-0.04999999999999996,Neutral,0.5416666666666666,4091,6,13,"Babylon (babylonhealth), BadBotThreads (BadBotThreads)",1106681453809668101
161,Dr Keith Grimes,keithgrimes,15/03/2019,We've seen great benefit from the work of @babylrwanda in Rwanda using #DigitalHealth and feature phone tech #foim19 @babylonhealth,0.8,Positive,0.75,5520,0,1,"babyl Rwanda (babylrwanda), Babylon (babylonhealth)",1106659051645988864
162,Dr Murphy,DrMurphy11,15/03/2019,"@keithgrimes I have no problem with Dr Zhang &amp; his Peer Reviewed 'AI' HealthTech research.

The Quackery is your inclusion of @babylonhealth within the tweet.

Babylon's 'AI' Chatbot, is an embarrassment to the field of 'Artificial Intelligence'.
https://t.co/fk9ISeE7sY",-0.6,Negative,1.0,4091,0,1,"Dr Keith Grimes (keithgrimes), Babylon (babylonhealth)",1106656198311534592
163,WhatsYourTech,whatsyourtech,15/03/2019,"Healthcare by Smartphone in British Columbia @TELUSHealth , @babylonhealth, , @jyetman , @GPatHand,  #babylonhealth,  https://t.co/qMqJiMTDWn https://t.co/JO80TiRk1C",0.0,Neutral,0.0,4102,0,2,"TELUS Health (TELUSHealth), Babylon (babylonhealth), Jill Yetman (jyetman), Babylon GP at Hand (GPatHand)",1106628337538080768
164,WhatsYourTech,whatsyourtech,15/03/2019,"Healthcare by Smartphone in British Columbia @TELUSHealth , @babylonhealth, @TELUS , @TELUSBusiness , @bchealthnews , @BC_HC , @BCCareProviders , #babylonhealth, @GPatHand https://t.co/qMqJiMTDWn https://t.co/A6fdPA8zwd",0.0,Neutral,0.0,4102,0,0,"TELUS Health (TELUSHealth), Babylon (babylonhealth), TELUS (TELUS), TELUS Business (TELUSBusiness), BC Health News (bchealthnews), BCHealthyCommunities (BC_HC), BC Care Providers (BCCareProviders), Babylon GP at hand (GPatHand)",1106627135597363201
165,Dr Keith Grimes,keithgrimes,15/03/2019,"Dr Zhang talking about the use of their Deep Learning Paediatric AI to provide symptom checking and triage for global use, and supporting clinicians. Incredible to see the pace of progress in this area! @babylonhealth #FOIM19",0.3125,Positive,0.3875,5520,0,1,Babylon (babylonhealth),1106616849108631552
166,"yes, like the writer",msjaneaustin,15/03/2019,I ran a pub quiz with the team @babylonhealth and the final round we watched the video for Lionel Ritchie’s Hello then had to recreate the Lionel sculpture from memory. Here are the results https://t.co/VaKh4tiMDd,-0.1,Negative,0.7,3631,0,9,Babylon (babylonhealth),1106476535349997569
167,James Law,drjameslaw,15/03/2019,"Rubbish. Name these corners @MattHancock and give us examples. Or maybe @babylonhealth diagnosed them for you?! 

Please stop spreading lies. Any chance we could have a #HealthSecretary who wants to nurture rather than destroy the NHS? https://t.co/mjZhxeUWGY",0.0,Neutral,0.05,513,0,0,"Matt Hancock (MattHancock), Babylon (babylonhealth)",1106453432230207493
168,Jack R,86JAR,14/03/2019,@GeorgeDigitalDr @DrSelvarajah @DrMurphy11 @babylonhealth @GPatHand That Fulham PCN is going to be the biggest in the country by miles.,0.0,Neutral,0.0,79,0,0,"Georgedigitaldoctor (GeorgeDigitalDr), Selvaseelan Selvarajah (DrSelvarajah), Dr Murphy (DrMurphy11), Babylon (babylonhealth), Babylon GP at hand (GPatHand)",1106331545693048832
169,Jack R,86JAR,14/03/2019,"@sib313 @Cath_Read @missdaykes @doctor_oxford @babylonhealth @MattHancock @NHSEngland @CQCProf @didoharding Not if you live in Suffolk, it doesn't. Not unless you want to travel to London",0.13636363636363635,Positive,0.5,79,0,0,"Steve the skeptic (sib313), Catherine Read (Cath_Read), Jil Stein (missdaykes), Rachel Clarke (doctor_oxford), Babylon (babylonhealth), Matt Hancock (MattHancock), NHS England (NHSEngland), CQCProf (CQCProf), dido harding (didoharding)",1106329878817853440
170,Jack R,86JAR,14/03/2019,"@doctor_oxford @babylonhealth @MattHancock @NHSEngland @CQCProf @didoharding She urgently needs to get herself over from Suffolk to see her GP in Fulham, who can then refer her to her local hospital in Suffolk...",0.0,Neutral,0.0,79,0,0,"Rachel Clarke (doctor_oxford), Babylon (babylonhealth), Matt Hancock (MattHancock), NHS England (NHSEngland), CQCProf (CQCProf), dido harding (didoharding)",1106329720822599680
171,Maggie Babb #FBPE #Peoplesvote,margaret_babb,14/03/2019,@radiology_grump @DrMurphy11 @ShaunLintern @MattHancock @babylonhealth Which in itself requires quite significant skill,0.375,Positive,0.875,102,0,4,"Dr Radiology Grump (radiology_grump), Dr Murphy (DrMurphy11), Shaun Lintern (ShaunLintern), Matt Hancock (MattHancock), Babylon (babylonhealth)",1106323874378067968
172,Jeremy Hoare,TopTVCameraman,14/03/2019,#Tory MP sponsored by @babylonhealth - not to be trusted. https://t.co/Y9kJQJwh0m,0.0,Neutral,0.0,1106,0,0,Babylon (babylonhealth),1106322461317087232
173,WyeValleyGeriatricMedicine,ValleyWye,14/03/2019,@radiology_grump @ShaunLintern @MattHancock @babylonhealth Jeremy hunt was saying some sensible things on patient safety and bawa garba by the end. Health sec is a very hard job.,-0.23958333333333337,Negative,0.6520833333333333,186,0,0,"Dr Radiology Grump (radiology_grump), Shaun Lintern (ShaunLintern), Matt Hancock (MattHancock), Babylon (babylonhealth)",1106320730260672513
174,Dr Radiology Grump,radiology_grump,14/03/2019,"@ShaunLintern @MattHancock I hate to say it but between these comments and @babylonhealth, he’s making a Jeremy Hunt look vaguely competent!",-0.08750000000000002,Negative,0.7833333333333333,1998,0,19,"Shaun Lintern (ShaunLintern), Matt Hancock (MattHancock), Babylon (babylonhealth)",1106312380164775937
175,Palin Communications,PalinComm,14/03/2019,@babylonhealth @nhssmokefree Well done @babylonhealth Pity it doesn’t happen in aus! @ColinMendelsohn,-0.125,Negative,0.2,2931,0,0,"Babylon (babylonhealth), NHS Smokefree (nhssmokefree), Babylon (babylonhealth), Colin Mendelsohn (ColinMendelsohn)",1106299240408453120
176,Dan Beale Cocks,DanBeale1,14/03/2019,@AmeenKam @DrMurphy11 @GPatHand @babylonhealth @bengoldacre What a weird attack that came out of nowhere.,-0.5,Negative,1.0,1122,0,1,"Dr Ameen Kamlana (AmeenKam), Dr Murphy (DrMurphy11), Babylon GP at Hand (GPatHand), Babylon (babylonhealth), ben goldacre (bengoldacre)",1106279641688481793
177,Jeremy Hoare,TopTVCameraman,14/03/2019,His sponsor doesn't allow it? @babylonhealth https://t.co/LeWg4RsPCx,0.0,Neutral,0.0,1106,0,0,Babylon (babylonhealth),1106270757657763842
178,Dr Murphy,DrMurphy11,14/03/2019,"@MattFenech83 @jasonrmaude @RCPLondon @RCRadiologists @RCPLondon / @bodgoddard made a serious error of judgement when they got involved with @babylonhealth, &amp; the Hyperbolic promotion of Ali Parsa's dangerously flawed 'pseudo-AI' #eHealth Chatbot.

@RCRadiologists / @DrHughHarvey are setting a better example.
https://t.co/U4tYS8MTWu",-0.11111111111111109,Negative,0.5555555555555555,4091,1,1,"Matthew Fenech (MattFenech83), Jason Maude (jasonrmaude), Royal College of Physicians (RCPLondon), The RCR (RCRadiologists), Royal College of Physicians (RCPLondon), Andrew Goddard (bodgoddard), Babylon (babylonhealth), The RCR (RCRadiologists), Hugh Harvey (DrHughHarvey)",1106262003260235776
179,David Rodrigues,dmcrodrigues,14/03/2019,"It's been 2 years since I joined @babylonhealth and 2 years working remotely for me, it's been a long but pleasant journey so far and I feel I'm very lucky to work along with people so talented and passionate, cheers to another year 🍾",0.2523809523809524,Positive,0.7595238095238095,501,2,47,Babylon (babylonhealth),1106208169246818304
180,Dr Ameen Kamlana,AmeenKam,14/03/2019,"@DrMurphy11 @GPatHand @babylonhealth Let me guess. Evidence-based approach champion and now NHS golden boy @bengoldacre finds this merely ""interesting"".",0.4,Positive,0.5,1420,0,0,"Dr Murphy (DrMurphy11), Babylon GP at Hand (GPatHand), Babylon (babylonhealth), ben goldacre (bengoldacre)",1106183533880582144
181,Rui Peres,peres,14/03/2019,@akosma We are hiring both in London and Remotely. Worth a chat? https://t.co/u0OC2ZtTtj,0.3,Positive,0.1,2662,0,3,@akosma @mastodon.social (akosma),1106174285377400833
182,Dr Murphy,DrMurphy11,14/03/2019,"GP at Hand's controversial video consultation service has never been inspected by the CQC despite signing up more than 45,000 NHS patients...

Let's hope @GPatHand doesn't share @babylonhealth's poor Governance; as manifest by the flawed Babylon Chatbot. https://t.co/Nx8Yh99gpj",0.037500000000000006,Neutral,0.6375,4091,14,16,"Babylon GP at hand (GPatHand), Babylon (babylonhealth)",1106173497053712386
183,Global Gene Corp,GlobalGeneCorp,14/03/2019,Read our post on how leapfrogging technology is transforming global healthcare. Featuring @babylonhealth and @babylrwanda #globalgenome https://t.co/ZwGI2G89Mt,0.0,Neutral,0.0,307,1,3,"Babylon (babylonhealth), babyl Rwanda (babylrwanda)",1106172377266700290
184,Lucy Soares-Smith,lucy_vss,14/03/2019,#BabylonHealth are looking for voice designers 💬 https://t.co/Ob7whtE3Ef,0.0,Neutral,0.0,440,2,1,,1106168828248113152
185,Dr Ameen Kamlana,AmeenKam,14/03/2019,"@RossLydall @LondonwideLMCs @bengoldacre @babylonhealth @GPatHand ""Interesting"" translation: evidence-lite example of corporate capture of a public service.",0.16666666666666666,Positive,0.18888888888888888,1420,0,0,"Ross Lydall (RossLydall), Londonwide LMCs (LondonwideLMCs), ben goldacre (bengoldacre), Babylon (babylonhealth), Babylon GP at hand (GPatHand)",1106168318988349440
186,Geertina Hamstra,GeertinavD,14/03/2019,Great Fireside chat with @bensauer &amp; Natalia Konstantinova about the current state of the #chatbot ecosystem. @babylonhealth @FirstUtility #TechNOVAVoice,0.4,Positive,0.575,237,0,3,"Ben Sauer (bensauer), Babylon (babylonhealth), First Utility (FirstUtility)",1106166374152454144
187,TechNOVA,_Tech_NOVA,14/03/2019,Unending variations: developing question flows for intelligent chatbots @bensauer @babylonhealth,0.8,Positive,0.9,872,0,0,"Ben Sauer (bensauer), Babylon (babylonhealth)",1106164864056205314
188,Emily Sappington,SappingtonEmily,14/03/2019,"@bensauer is having a fireside talk on chatbots at TechNova's Voice Conference today. Like the content? Join the team as we revolutionize healthcare with voice design:   https://t.co/BamZL7UXYx 

#TechNOVAVoice #healthdesign #voicedesign #vui",0.0,Neutral,0.0,42,1,5,Ben Sauer (bensauer),1106164837413994496
189,TechNOVA,_Tech_NOVA,14/03/2019,Excited to welcome @bensauer @babylonhealth and Natalia @FirstUtility to discuss their use of chatbots and how they have transformed business #technovavoice,0.5875,Positive,0.825,872,1,4,"Ben Sauer (bensauer), Babylon (babylonhealth), First Utility (FirstUtility)",1106163255800709120
190,Alban Stowe,alban_stowe,14/03/2019,@UmangPatel1 @IamTomWalker @Fearnecotton @babylonhealth @nickstacetweets @AdamJDavison Sorry I didn’t get to see you - hope you had a great time!,0.25,Positive,0.875,301,0,0,"Umang Patel (UmangPatel1), Tom Walker (IamTomWalker), fearne cotton (Fearnecotton), Babylon (babylonhealth), Nick Stace (nickstacetweets), Adam Davison (AdamJDavison)",1106093961838542848
