,u_name,u_screen_name,t_date,t_text,t_polarity_score,t_polarity,t_subjectivity_score,u_followers,t_retweets,t_favorited,t_mentions
70,Phil Booth,EinsteinsAttic,16/03/2019,@sib313 @askmygp @DrMurphy11 @bengoldacre @doctorsdilemma @babylonhealth @GPatHand @ptaccesshelp @GPonlineservice @live_evergreen @getdoctorlink Ta. Will do.,0.0,Negative,0.0,1067,0,0,"Steve the skeptic (sib313), askmyGP (askmygp), Dr Murphy (DrMurphy11), ben goldacre (bengoldacre), Anil Adisesh (doctorsdilemma), Babylon (babylonhealth), Babylon GP at hand (GPatHand), Patient Access (ptaccesshelp), GP Online Services (GPonlineservice), Evergreen Life (live_evergreen), Doctorlink (getdoctorlink)"
71,Navin Chandra,nav4879,16/03/2019,Does anyone have videos of @babylonhealth getting it right....? 🤦🏽‍♂️🤔🙏🏽 https://t.co/4bIPQ011bh,0.2857142857142857,Neutral,0.5357142857142857,799,0,1,Babylon (babylonhealth)
72,Steve the skeptic,sib313,16/03/2019,@EinsteinsAttic @askmygp @DrMurphy11 @bengoldacre @doctorsdilemma @babylonhealth @GPatHand @ptaccesshelp @GPonlineservice @live_evergreen @getdoctorlink Nationally only ~40-45% of patients get same day appointments. See previous tweets of mine on NHS Digital’s GP appointment data.,-0.041666666666666664,Negative,0.3229166666666667,1844,1,0,"Phil Booth (EinsteinsAttic), askmyGP (askmygp), Dr Murphy (DrMurphy11), ben goldacre (bengoldacre), Anil Adisesh (doctorsdilemma), Babylon (babylonhealth), Babylon GP at hand (GPatHand), Patient Access (ptaccesshelp), GP Online Services (GPonlineservice), Evergreen Life (live_evergreen), Doctorlink (getdoctorlink)"
73,ben goldacre,bengoldacre,16/03/2019,@askmygp @sib313 @DrMurphy11 @doctorsdilemma @babylonhealth @GPatHand @ptaccesshelp @GPonlineservice @live_evergreen @getdoctorlink That is well interesting.,0.5,Neutral,0.5,482399,0,1,"askmyGP (askmygp), Steve the skeptic (sib313), Dr Murphy (DrMurphy11), Anil Adisesh (doctorsdilemma), Babylon (babylonhealth), Babylon GP at hand (GPatHand), Patient Access (ptaccesshelp), GP Online Services (GPonlineservice), Evergreen Life (live_evergreen), Doctorlink (getdoctorlink)"
74,Phil Booth,EinsteinsAttic,16/03/2019,@sib313 @askmygp @DrMurphy11 @bengoldacre @doctorsdilemma @babylonhealth @GPatHand @ptaccesshelp @GPonlineservice @live_evergreen @getdoctorlink That looks impressive! Do you have comparative analytics for practices using other methods?,0.4375,Neutral,0.6875,1067,0,1,"Steve the skeptic (sib313), askmyGP (askmygp), Dr Murphy (DrMurphy11), ben goldacre (bengoldacre), Anil Adisesh (doctorsdilemma), Babylon (babylonhealth), Babylon GP at hand (GPatHand), Patient Access (ptaccesshelp), GP Online Services (GPonlineservice), Evergreen Life (live_evergreen), Doctorlink (getdoctorlink)"
75,askmyGP,askmygp,16/03/2019,@sib313 @DrMurphy11 @bengoldacre @doctorsdilemma @babylonhealth @GPatHand @ptaccesshelp @GPonlineservice @live_evergreen @getdoctorlink The tiny take up of video by both patients and clinicians has been a real surprise to us.,0.1,Negative,0.4,1003,0,0,"Steve the skeptic (sib313), Dr Murphy (DrMurphy11), ben goldacre (bengoldacre), Anil Adisesh (doctorsdilemma), Babylon (babylonhealth), Babylon GP at hand (GPatHand), Patient Access (ptaccesshelp), GP Online Services (GPonlineservice), Evergreen Life (live_evergreen), Doctorlink (getdoctorlink)"
76,Steve the skeptic,sib313,16/03/2019,"@askmygp @DrMurphy11 @bengoldacre @doctorsdilemma @babylonhealth @GPatHand @ptaccesshelp @GPonlineservice @live_evergreen @getdoctorlink Also askmyGP offers patients video as a way to talk to their GP. Fewer than 1 in 1,000 patients choose it over simple online messages or phone calls.",0.05,Negative,0.17857142857142858,1844,1,6,"askmyGP (askmygp), Dr Murphy (DrMurphy11), ben goldacre (bengoldacre), Anil Adisesh (doctorsdilemma), Babylon (babylonhealth), Babylon GP at hand (GPatHand), Patient Access (ptaccesshelp), GP Online Services (GPonlineservice), Evergreen Life (live_evergreen), Doctorlink (getdoctorlink)"
77,Steve the skeptic,sib313,16/03/2019,"@askmygp @DrMurphy11 @bengoldacre @doctorsdilemma @babylonhealth @GPatHand @ptaccesshelp @GPonlineservice @live_evergreen @getdoctorlink For example, this is how fast askmyGP practices respond to patient requests: https://t.co/BZnRTVuNXP",0.2,Negative,0.6,1844,2,3,"askmyGP (askmygp), Dr Murphy (DrMurphy11), ben goldacre (bengoldacre), Anil Adisesh (doctorsdilemma), Babylon (babylonhealth), Babylon GP at hand (GPatHand), Patient Access (ptaccesshelp), GP Online Services (GPonlineservice), Evergreen Life (live_evergreen), Doctorlink (getdoctorlink)"
78,Meddev Guy,Meddev_guy,16/03/2019,@DrMurphy11 @MHRAdevices @babylonhealth @GPatHand @MattHancock @TELUSHealth @Samsung @DMS_MilMed @CareQualityComm @bengoldacre @NHSCCIO You need to report via Yellow Card. https://t.co/bO2z4gr89C,0.0,Negative,0.0,9,0,0,"Dr Murphy (DrMurphy11), MHRA Devices Safety (MHRAdevices), Babylon (babylonhealth), Babylon GP at hand (GPatHand), Matt Hancock (MattHancock), TELUS Health (TELUSHealth), Samsung Electronics (Samsung), Defence Medical Services (DMS_MilMed), Care Quality Commission (CareQualityComm), ben goldacre (bengoldacre), Simon Eccles (NHSCCIO)"
79,askmyGP,askmygp,16/03/2019,@DrMurphy11 @bengoldacre @doctorsdilemma @babylonhealth @GPatHand @ptaccesshelp @GPonlineservice @live_evergreen @getdoctorlink @sib313 has the analytics.,0.0,Negative,0.0,1003,0,1,"Dr Murphy (DrMurphy11), ben goldacre (bengoldacre), Anil Adisesh (doctorsdilemma), Babylon (babylonhealth), Babylon GP at hand (GPatHand), Patient Access (ptaccesshelp), GP Online Services (GPonlineservice), Evergreen Life (live_evergreen), Doctorlink (getdoctorlink), Steve the skeptic (sib313)"
80,askmyGP,askmygp,16/03/2019,"@DrMurphy11 @bengoldacre @doctorsdilemma @babylonhealth @GPatHand @ptaccesshelp @GPonlineservice @live_evergreen @getdoctorlink For the record, we serve over 300,000 NHS patients through their practices.  We managed 15,000 consults last week, of which 10,000 initiated online, video offered alongside other channels.  Some fascinating evidence emerging.",0.19166666666666665,Negative,0.4305555555555556,1003,2,3,"Dr Murphy (DrMurphy11), ben goldacre (bengoldacre), Anil Adisesh (doctorsdilemma), Babylon (babylonhealth), Babylon GP at hand (GPatHand), Patient Access (ptaccesshelp), GP Online Services (GPonlineservice), Evergreen Life (live_evergreen), Doctorlink (getdoctorlink)"
81,Dr Murphy,DrMurphy11,16/03/2019,"@bengoldacre @doctorsdilemma @babylonhealth @GPatHand @askmygp @ptaccesshelp @GPonlineservice @live_evergreen @getdoctorlink Apologies @bengoldacre; it was an emotive tweet, driven by the indifference that has been shown by those responsible for #HealthTech #Governance &amp; #PatientSafety.

I wasn't present at the event, what other online GP consultation systems got a mention? https://t.co/eDLDQBDXHy",0.025000000000000005,Negative,0.30833333333333335,4081,0,1,"ben goldacre (bengoldacre), Anil Adisesh (doctorsdilemma), Babylon (babylonhealth), Babylon GP at hand (GPatHand), askmyGP (askmygp), Patient Access (ptaccesshelp), GP Online Services (GPonlineservice), Evergreen Life (live_evergreen), Doctorlink (getdoctorlink), ben goldacre (bengoldacre)"
82,S P P Whiteley,WhiteAero,16/03/2019,"@DrMurphy11 @MHRAdevices @babylonhealth @GPatHand @MattHancock @TELUSHealth @Samsung @DMS_MilMed @CareQualityComm @bengoldacre @NHSCCIO Hi, has a response time been given on when they will respond, given that this is a #PatientSafety issue? Have they also been contacted verbally / physically to ensure they know this issue needs urgent consideration?
Thank you",0.0,Negative,0.14285714285714285,2049,1,3,"Dr Murphy (DrMurphy11), MHRA Devices Safety (MHRAdevices), Babylon (babylonhealth), Babylon GP at hand (GPatHand), Matt Hancock (MattHancock), TELUS Health (TELUSHealth), Samsung Electronics (Samsung), Defence Medical Services (DMS_MilMed), Care Quality Commission (CareQualityComm), ben goldacre (bengoldacre), Simon Eccles (NHSCCIO)"
83,ben goldacre,bengoldacre,16/03/2019,"@DrMurphy11 @doctorsdilemma @babylonhealth @GPatHand @askmygp @ptaccesshelp @GPonlineservice @live_evergreen @getdoctorlink That piece has a random quote from an LMC event I chaired. I expressed various views, in passing. It is absurd/unprofessional of you to anonymously characterise this as me ""promoting"" a company. I have mixed, critical views on Babylon - and the state's response to it - as before.",-0.125,Negative,0.5125,482399,1,3,"Dr Murphy (DrMurphy11), Anil Adisesh (doctorsdilemma), Babylon (babylonhealth), Babylon GP at hand (GPatHand), askmyGP (askmygp), Patient Access (ptaccesshelp), GP Online Services (GPonlineservice), Evergreen Life (live_evergreen), Doctorlink (getdoctorlink)"
84,TAcademic,taphc,16/03/2019,@DrMurphy11 @bengoldacre The problem with @babylonhealth company is more concerned about profits rather than safety - ie keeping a flawed chatbot and GPathand only registering well patients - it seems it's a company that has very little to do with health*care* and more to do with profit generation,0.05125,Negative,0.63,13,0,1,"Dr Murphy (DrMurphy11), ben goldacre (bengoldacre), Babylon (babylonhealth)"
85,ben goldacre,bengoldacre,16/03/2019,"@DrMurphy11 @babylonhealth @BadBotThreads I haven't made any ""statement"" to ""qualify"". I have mixed, critical views on Babylon - and the state's response to it - as before. That piece has one random quote from an LMC event I chaired. I expressed various views, in passing. Not sure your lurid denunciations are helpful.",-0.15,Negative,0.5877777777777777,482399,0,0,"Dr Murphy (DrMurphy11), Babylon (babylonhealth), BadBotThreads (BadBotThreads)"
86,Dr Murphy,DrMurphy11,16/03/2019,"This tumblr post👇

https://t.co/IdabUHQNSR

contains recent email correspondence with @MHRAdevices, relating to the dangerously flawed @babylonhealth #eHealth Chatbot.

The inactivity of those with responsibility for Healthcare #PatientSafety &amp; #Governance; is inexcusable. https://t.co/jUS2LAoXtt",-0.25,Negative,0.375,4081,11,12,"MHRA Devices Safety (MHRAdevices), Babylon (babylonhealth)"
87,david,davidecarroll,16/03/2019,yet more first rate diagnosing from @babylonhealth 😂 https://t.co/x0J9JZA7Cr,0.375,Neutral,0.41666666666666663,1928,0,2,Babylon (babylonhealth)
88,Dr Murphy,DrMurphy11,16/03/2019,"@doctorsdilemma @bengoldacre @babylonhealth @GPatHand @askmygp @ptaccesshelp @GPonlineservice @live_evergreen @getdoctorlink @MattHancock @JulietBauer This blog by @marcus_baw is eye-opening &amp; helps explain ""why we have no actual innovation, just bullshitters retweeting each other about a vague fantasy Blockchain &amp; AI future, while the NHS burns for lack of basic functionality."" https://t.co/qaXEaQcnXV",-0.125,Negative,0.24500000000000002,4081,5,7,"Anil Adisesh (doctorsdilemma), ben goldacre (bengoldacre), Babylon (babylonhealth), Babylon GP at hand (GPatHand), askmyGP (askmygp), Patient Access (ptaccesshelp), GP Online Services (GPonlineservice), Evergreen Life (live_evergreen), Doctorlink (getdoctorlink), Matt Hancock (MattHancock), Juliet Bauer (JulietBauer), Dr Marcus Baw (marcus_baw)"
89,Jim Parsons,JPWP,15/03/2019,"Speaking of innovation Bro’s — @babylonhealth’s revolutionary, world changing, health #chatbot now brought to you by the good folks at a Canadian phone company! 😞 @telus @TELUSHealth (only available in British Columbia) / cc: @marcus_baw https://t.co/wdsjpKNpXu",0.31875,Neutral,0.5,1264,0,3,"Babylon (babylonhealth), TELUS (TELUS), TELUS Health (TELUSHealth), Dr Marcus Baw (marcus_baw)"
90,💥M💥,MatSilk,15/03/2019,"@noodleflute @DrMurphy11 @babylonhealth Ha - join the club, I got tuberculosis (maybe taken my Victorian Literature degree into account?)",0.0,Negative,0.0,422,1,3,"Anita Brien (noodleflute), Dr Murphy (DrMurphy11), Babylon (babylonhealth)"
91,Jim Parsons,JPWP,15/03/2019,"Wondering how much malaria @telushealth @telus @babylonhealth algorithms will diagnose in beautiful British Columbia, Canada #DigitalHealth #Health #AI #BioSurveillance #EthicalAnalytics https://t.co/9YhzRUgaj8",0.35000000000000003,Neutral,0.39999999999999997,1264,2,3,"TELUS Health (TELUSHealth), TELUS (TELUS), Babylon (babylonhealth)"
92,Anil Adisesh,doctorsdilemma,15/03/2019,"@askmygp @DrMurphy11 @bengoldacre @babylonhealth @GPatHand @ptaccesshelp @GPonlineservice @live_evergreen @getdoctorlink @MattHancock @JulietBauer My comment wasn’t aimed at your product, like I said I’ve never heard of it so no need to @me",0.0,Negative,0.0,509,0,1,"askmyGP (askmygp), Dr Murphy (DrMurphy11), ben goldacre (bengoldacre), Babylon (babylonhealth), Babylon GP at hand (GPatHand), Patient Access (ptaccesshelp), GP Online Services (GPonlineservice), Evergreen Life (live_evergreen), Doctorlink (getdoctorlink), Matt Hancock (MattHancock), Juliet Bauer (JulietBauer), Maine.com (Me)"
93,askmyGP,askmygp,15/03/2019,"@doctorsdilemma @DrMurphy11 @bengoldacre @babylonhealth @GPatHand @ptaccesshelp @GPonlineservice @live_evergreen @getdoctorlink @MattHancock @JulietBauer You are welcome to advise us on #MarketingStrategy but in short, we don't promote to general public as we only serve patients registered at customer practices.  And promoting to GPs is, er, problematic.  £millions on PR is what VC backers want, not appropriate for other models.",0.06785714285714287,Negative,0.5202380952380953,1003,0,1,"Anil Adisesh (doctorsdilemma), Dr Murphy (DrMurphy11), ben goldacre (bengoldacre), Babylon (babylonhealth), Babylon GP at hand (GPatHand), Patient Access (ptaccesshelp), GP Online Services (GPonlineservice), Evergreen Life (live_evergreen), Doctorlink (getdoctorlink), Matt Hancock (MattHancock), Juliet Bauer (JulietBauer)"
94,Anita Brien,noodleflute,15/03/2019,"So I’ve been unwell for a few days - dizziness, lethargy, fainting....just did a @babylonhealth symptom checker and apparently there is a 75% chance I have malaria! #babylonhealth #misdiagnosis https://t.co/bhl4WIFAFa",-0.06875,Negative,0.22499999999999998,272,19,50,Babylon (babylonhealth)
95,Anil Adisesh,doctorsdilemma,15/03/2019,"@DrMurphy11 @bengoldacre @babylonhealth @GPatHand @askmygp @ptaccesshelp @GPonlineservice @live_evergreen @getdoctorlink @MattHancock @JulietBauer But neither have the general public, #MarketingStrategy",0.02500000000000001,Negative,0.2833333333333333,509,0,0,"Dr Murphy (DrMurphy11), ben goldacre (bengoldacre), Babylon (babylonhealth), Babylon GP at hand (GPatHand), askmyGP (askmygp), Patient Access (ptaccesshelp), GP Online Services (GPonlineservice), Evergreen Life (live_evergreen), Doctorlink (getdoctorlink), Matt Hancock (MattHancock), Juliet Bauer (JulietBauer)"
96,Dr Murphy,DrMurphy11,15/03/2019,"@doctorsdilemma @bengoldacre @babylonhealth @GPatHand @askmygp @ptaccesshelp @GPonlineservice @live_evergreen @getdoctorlink The reason you haven't heard of the other 22 NHS Approved online providers; is because they haven't spent millions on 'Hyperbolic PR' or been promoted by @MattHancock @JulietBauer or @bengoldacre... #Integrity #Transparency #COIs 
https://t.co/VlgfQU8jpd",-0.1125,Negative,0.2375,4081,2,5,"Anil Adisesh (doctorsdilemma), ben goldacre (bengoldacre), Babylon (babylonhealth), Babylon GP at hand (GPatHand), askmyGP (askmygp), Patient Access (ptaccesshelp), GP Online Services (GPonlineservice), Evergreen Life (live_evergreen), Doctorlink (getdoctorlink), Matt Hancock (MattHancock), Juliet Bauer (JulietBauer), ben goldacre (bengoldacre)"
97,Anil Adisesh,doctorsdilemma,15/03/2019,"@DrMurphy11 @bengoldacre @babylonhealth @GPatHand @askmygp @ptaccesshelp @GPonlineservice @live_evergreen @getdoctorlink I can see your point although the others haven’t really impinged upon general awareness much, I’d struggle to name them. I remember an ex NHS digital innovation chief going to work for a Scandinavian one something like lyft but that’s a taxi app",0.1125,Negative,0.22499999999999998,509,1,1,"Dr Murphy (DrMurphy11), ben goldacre (bengoldacre), Babylon (babylonhealth), Babylon GP at hand (GPatHand), askmyGP (askmygp), Patient Access (ptaccesshelp), GP Online Services (GPonlineservice), Evergreen Life (live_evergreen), Doctorlink (getdoctorlink)"
98,Dr Murphy,DrMurphy11,15/03/2019,"@doctorsdilemma @bengoldacre @babylonhealth What's disappointing, is that @bengoldacre has used 'his position' to promote Babylon @GPatHand, when there are many alternative 'non-disruptive' online solutions available... 
@askmygp @ptaccesshelp @GPonlineservice @live_evergreen @getdoctorlink  https://t.co/57n0G6DaV0",0.10000000000000002,Negative,0.5333333333333333,4081,2,5,"Anil Adisesh (doctorsdilemma), ben goldacre (bengoldacre), Babylon (babylonhealth), ben goldacre (bengoldacre), Babylon GP at hand (GPatHand), askmyGP (askmygp), Patient Access (ptaccesshelp), GP Online Services (GPonlineservice), Evergreen Life (live_evergreen), Doctorlink (getdoctorlink)"
99,Anil Adisesh,doctorsdilemma,15/03/2019,@DrMurphy11 @bengoldacre @bengoldacre is absolutely right note he’s talking about accessible video consultation (not AI chatbots) and where was all the UK ehealth discussion before @babylonhealth market entry. The paradigm shift is important. #eHealth,0.3535714285714286,Neutral,0.6369047619047619,509,1,1,"Dr Murphy (DrMurphy11), ben goldacre (bengoldacre), ben goldacre (bengoldacre), Babylon (babylonhealth)"
