,u_name,u_screen_name,t_date,t_text,t_polarity_score,t_polarity,t_subjectivity_score,u_followers,t_retweets,t_favorited,t_mentions,t_id
72,Beatrice Zatorska,BeatriceSpot,18/03/2019,"now I remember why stopped reading ⁦@WiredUK⁩ cos it’s 💩 what a badly researched and written piece about ⁦@babylonhealth⁩ , just stupid, lack of knowledge, one sided ⁦ https://t.co/2luwjfmibl",-0.7499999999999999,Negative,0.8333333333333333,1147,0,0,"WIRED UK (WiredUK), Babylon (babylonhealth)",1107709462046011393
73,Ian Jackson,dr_ianjackson,18/03/2019,@DrMurphy11 @TELUS @babylonhealth @CBCNews @BadBotThreads All I can say is they are very brave. I wouldn't be able to sleep at night worrying about this given they can't say they weren't warned when something goes wrong.,0.3333333333333333,Neutral,0.8416666666666667,37,0,1,"Dr Murphy (DrMurphy11), TELUS (TELUS), Babylon (babylonhealth), CBC News (CBCNews), BadBotThreads (BadBotThreads)",1107661559931813888
74,Nicholas Pedersen,npedersen1,18/03/2019,@benedictC Hi Benedict - we're looking for iOS contractors at @babylonhealth. Happy to speak. Can you email me: nick.pedersen@babylonhealth.com,0.8,Positive,1.0,326,1,1,"Benedict Cohen (benedictC), Babylon (babylonhealth)",1107657969632792576
75,christian schmitt,wuest23,18/03/2019,@DrMurphy11 @TELUS @babylonhealth @CBCNews @BadBotThreads Spännade @hakan_nordgren o @doktor_glad,0.0,Neutral,0.0,157,0,0,"Dr Murphy (DrMurphy11), TELUS (TELUS), Babylon (babylonhealth), CBC News (CBCNews), BadBotThreads (BadBotThreads), Håkan Nordgren (hakan_nordgren), Doktor Glad AB (doktor_glad)",1107653346175959047
76,Prostate Experts,ProstateExperts,18/03/2019,how do #digitalhealth GP services  @babylonhealth @GPatHand @PushDoctor @LIVI_uk support patients worried about #prostatecancer? DO you support a recommended diagnostic pathway? @keithgrimes  https://t.co/o6lzxINEeU,0.0,Positive,0.0,60,0,0,"Babylon (babylonhealth), Babylon GP at hand (GPatHand), Push Doctor (PushDoctor), LIVI UK (LIVI_uk), Dr Keith Grimes (keithgrimes)",1107637134419263488
77,Dr Murphy,DrMurphy11,18/03/2019,"Filling the medical care gap or causing cracks? @TELUS launches @babylonhealth App... @CBCNews

@BadBotThreads #DueDiligence 
https://t.co/q0psyUZnwT",0.0,Positive,0.0,4091,6,6,"TELUS (TELUS), Babylon (babylonhealth), CBC News (CBCNews), BadBotThreads (BadBotThreads)",1107634249937682432
78,Dr. Mike,EmergMedDr,18/03/2019,"Great article about how Babylonhealth has disrupted the NHS and cost more money.

https://t.co/3OmhGbzqr5",0.65,Positive,0.625,2610,4,5,,1107628746704592896
79,Nicholas Green,nickgreenms,18/03/2019,@babylonhealth I have been waiting for a few months and still can’t use your service. Please help,-0.2,Positive,0.1,18,0,0,Babylon (babylonhealth),1107601239414591488
80,Nate Higgins,natehiggins,18/03/2019,"About half a year ago, I rejected an interview offer for a software engineering position at @babylonhealth to work on @GPatHand, despite it being a great opportunity for my career. Here’s why. https://t.co/8JsTzAVi5o

(thanks to @hannahchrstina for sending this article to me)",0.27777777777777785,Negative,0.37222222222222223,3726,1,16,"Babylon (babylonhealth), Babylon GP at hand (GPatHand), Hannah (hannahchrstina)",1107601206531317761
81,Shaun Wooller,shaungw,18/03/2019,"An interesting article about @babylonhealth by @WiredUK: The messy, cautionary tale of how #Babylon disrupted the #NHS https://t.co/N9hBn7ezVg",0.15,Positive,0.45,1670,0,0,"Babylon (babylonhealth), WIRED UK (WiredUK)",1107574901425229825
82,Dr Murphy,DrMurphy11,18/03/2019,"The messy, cautionary tale of how Babylon disrupted the NHS. @njkobie @mattburgess1 @WiredUK @babylonhealth #HealthTech #Governance 
https://t.co/NXUrnQCXAF",-0.2,Negative,0.4,4091,14,11,"Nicole Kobie (njkobie), Matt Burgess (mattburgess1), WIRED UK (WiredUK), Babylon (babylonhealth)",1107562545219551232
83,Heather,ShrubRM,17/03/2019,"@noodleflute @babylonhealth I mean, it's sounds like your iron levels are a bit low.
Probably worth a blood test to make sure, and increase your vitamin C - it helps your body absorb your iron more easily x",0.23680555555555557,Positive,0.5516203703703704,894,0,0,"Anita Brien (noodleflute), Babylon (babylonhealth)",1107367726002159616
84,bocobuffs,bocobuffs,17/03/2019,"#1 #AI #Career #Job site, find your dream job from @freenome @RecursionPharma @babylonhealth @TempusLabs @ArterysInc @flatironhealth 
and many others here: https://t.co/p2ZJ8nhXiC   
#News #iot #iiot #bigdata #robotics https://t.co/ZEmaTOisM9",0.5,Positive,0.5,5921,0,0,"Freenome (freenome), Recursion (RecursionPharma), Babylon (babylonhealth), Tempus Labs (TempusLabs), Arterys (ArterysInc), Flatiron Health (flatironhealth)",1107340907383119872
85,Alison Moore,AliJaneMoore,17/03/2019,@noodleflute @babylonhealth Have you been anywhere where you could have come into contact with malaria? #daftquestion,0.0,Neutral,0.0,2542,0,1,"Anita Brien (noodleflute), Babylon (babylonhealth)",1107296736236720129
86,Jim Parsons,JPWP,17/03/2019,"Big caveat here: 

searching symptoms online a double edge sword, works for some not all.

using health chatbots like @babylonhealth @ourlark (now @23andMe) clearly advantages the artificial intelligence algorithms “listening” to your symptoms WAY more than the individual typing. https://t.co/dm2XTLgyiM",9.25185853854297e-18,Positive,0.3972222222222222,1256,0,0,"Babylon (babylonhealth), Lark Health (ourlark), 23andMe (23andMe)",1107286894180814854
87,Katrin Fritsch,KatrinSophie_,17/03/2019,"I asked machine learning engineers from @Google , @babylonhealth , @UniofOxford and more how they imagine artificial intelligence. They think it is a risk, a delusion, a tool &amp; an assistant. This is the research project - so please read, discuss + share 💡
https://t.co/V5EE6kFLa9",-0.04999999999999999,Positive,0.75,349,6,15,"Google (Google), Babylon (babylonhealth), Oxford University (UniofOxford)",1107277855136890880
88,Sam Abar,sam_abar,17/03/2019,@noodleflute @babylonhealth @MattHancock is disastrous health secretary. He endorsed @babylonhealth without scrutiny,-0.7,Negative,0.8,53,0,0,"Anita Brien (noodleflute), Babylon (babylonhealth), Matt Hancock (MattHancock), Babylon (babylonhealth)",1107271751325663233
89,Sam Abar,sam_abar,17/03/2019,@babylonhealth operating without any regulations. I can’t believe what popped up on my screen roday https://t.co/0FdcbNeVIr,0.0,Neutral,0.0,53,0,0,Babylon (babylonhealth),1107270747670700032
90,askmyGP,askmygp,17/03/2019,"@DrMurphy11 @sib313 @EinsteinsAttic @bengoldacre @doctorsdilemma @babylonhealth @GPatHand @ptaccesshelp @GPonlineservice @live_evergreen @getdoctorlink @JenniferMayCook @GPonlinenews Crucial to move the debate onto the ground of evidence, and look at whole system effects, not only claimed benefits for tech users.",0.06666666666666667,Negative,0.7999999999999999,1008,3,6,"Dr Murphy (DrMurphy11), Steve the skeptic (sib313), Phil Booth (EinsteinsAttic), ben goldacre (bengoldacre), Anil Adisesh (doctorsdilemma), Babylon (babylonhealth), Babylon GP at hand (GPatHand), Patient Access (ptaccesshelp), GP Online Services (GPonlineservice), Evergreen Life (live_evergreen), Doctorlink (getdoctorlink), Jenny Cook (JenniferMayCook), GPonline.com (GPonlinenews)",1107259028923707392
91,Dr Murphy,DrMurphy11,17/03/2019,"@sib313 @EinsteinsAttic @askmygp @bengoldacre @doctorsdilemma @babylonhealth @GPatHand @ptaccesshelp @GPonlineservice @live_evergreen @getdoctorlink It's disappointing that the conversation about NHS online GP consultations, always seems to revolve around the flawed Babylon @GPatHand model...

Will @JenniferMayCook @GPonlinenews offer to run an article focusing on other systems &amp; providers?
https://t.co/vW8uu3of0i",-0.4083333333333334,Negative,0.525,4091,0,1,"Steve the skeptic (sib313), Phil Booth (EinsteinsAttic), askmyGP (askmygp), ben goldacre (bengoldacre), Anil Adisesh (doctorsdilemma), Babylon (babylonhealth), Babylon GP at Hand (GPatHand), Patient Access (ptaccesshelp), GP Online Services (GPonlineservice), Evergreen Life (live_evergreen), Doctorlink (getdoctorlink), Babylon GP at Hand (GPatHand), Jenny Cook (JenniferMayCook), GPonline.com (GPonlinenews)",1107257145760845824
92,Dr Marie McVeigh,DrMariMcV,16/03/2019,@babylonhealth @noodleflute Why are you asking a woman called Anita her sex? Are your twitterbots as dense as your app? #babylonhealth,0.0,Neutral,0.0,959,0,1,"Babylon (babylonhealth), Anita Brien (noodleflute)",1107050891604041728
93,Hugh Risebrow,HughRisebrow,16/03/2019,@JPWP @TELUSHealth @TELUS @babylonhealth That's global warming for you,0.0,Positive,0.0,677,0,0,"Jim Parsons (JPWP), TELUS Health (TELUSHealth), TELUS (TELUS), Babylon (babylonhealth)",1107047525964488704
94,bocobuffs,bocobuffs,16/03/2019,"FYI Healthcare Startups
@freenome @RecursionPharma @babylonhealth @TempusLabs @ArterysInc
@flatironhealth @InSilicoMeds

and other #health #telehealth players:
Consider Call for Papers for AI Symposium &amp; AIQ Awards 
https://t.co/8xWeJ59861   
Chaired by @techtionary 
#News #ai https://t.co/IHHRCaV0DZ",-0.125,Positive,0.375,5921,0,0,"Freenome (freenome), Recursion (RecursionPharma), Babylon (babylonhealth), Tempus Labs (TempusLabs), Arterys (ArterysInc), Flatiron Health (flatironhealth), Insilico Medicine (InSilicoMeds), CrossTalk Digital Meetings Sympo/Xpo (techtionary)",1107033827933745152
95,Phil Booth,EinsteinsAttic,16/03/2019,"@sib313 @askmygp @DrMurphy11 @bengoldacre @doctorsdilemma @babylonhealth @GPatHand @ptaccesshelp @GPonlineservice @live_evergreen @getdoctorlink Dunno about online, but didn't one or more of the Vanguards do something smart with a phone-based system across several practices that had a dramatic effects on appointment times too? Surely they had to publish?",0.1561904761904762,Positive,0.5263492063492063,1070,0,0,"Steve the skeptic (sib313), askmyGP (askmygp), Dr Murphy (DrMurphy11), ben goldacre (bengoldacre), Anil Adisesh (doctorsdilemma), Babylon (babylonhealth), Babylon GP at hand (GPatHand), Patient Access (ptaccesshelp), GP Online Services (GPonlineservice), Evergreen Life (live_evergreen), Doctorlink (getdoctorlink)",1107026557716103169
96,Steve the skeptic,sib313,16/03/2019,@EinsteinsAttic @askmygp @DrMurphy11 @bengoldacre @doctorsdilemma @babylonhealth @GPatHand @ptaccesshelp @GPonlineservice @live_evergreen @getdoctorlink And this delay has a huge consequence for DNA rates that many casually blame on feckless patients: https://t.co/O5Ir2mwUNt,0.13333333333333333,Negative,0.7555555555555555,1845,0,2,"Phil Booth (EinsteinsAttic), askmyGP (askmygp), Dr Murphy (DrMurphy11), ben goldacre (bengoldacre), Anil Adisesh (doctorsdilemma), Babylon (babylonhealth), Babylon GP at hand (GPatHand), Patient Access (ptaccesshelp), GP Online Services (GPonlineservice), Evergreen Life (live_evergreen), Doctorlink (getdoctorlink)",1107021808350445569
97,Steve the skeptic,sib313,16/03/2019,@EinsteinsAttic @askmygp @DrMurphy11 @bengoldacre @doctorsdilemma @babylonhealth @GPatHand @ptaccesshelp @GPonlineservice @live_evergreen @getdoctorlink We'd love to see what the stats look like for other firms doing online GP consultations. But none have released their data. NHSE have some data but it seems patchy and isn't public.,0.125,Positive,0.34722222222222227,1845,1,3,"Phil Booth (EinsteinsAttic), askmyGP (askmygp), Dr Murphy (DrMurphy11), ben goldacre (bengoldacre), Anil Adisesh (doctorsdilemma), Babylon (babylonhealth), Babylon GP at hand (GPatHand), Patient Access (ptaccesshelp), GP Online Services (GPonlineservice), Evergreen Life (live_evergreen), Doctorlink (getdoctorlink)",1107020824110878720
98,Steve the skeptic,sib313,16/03/2019,@EinsteinsAttic @askmygp @DrMurphy11 @bengoldacre @doctorsdilemma @babylonhealth @GPatHand @ptaccesshelp @GPonlineservice @live_evergreen @getdoctorlink This is the key chart on national data (now I'm back at my computer): https://t.co/1PMvcd6QCe,0.0,Neutral,0.5,1845,0,3,"Phil Booth (EinsteinsAttic), askmyGP (askmygp), Dr Murphy (DrMurphy11), ben goldacre (bengoldacre), Anil Adisesh (doctorsdilemma), Babylon (babylonhealth), Babylon GP at hand (GPatHand), Patient Access (ptaccesshelp), GP Online Services (GPonlineservice), Evergreen Life (live_evergreen), Doctorlink (getdoctorlink)",1107020426780336128
99,Harry Aagaard Evans,HarryAEvans,16/03/2019,@behr_dr @mellojonny @babylonhealth Don’t you think? I guess it depends how often the tech is wrong. But id feel pretty nervous about saying that we should just remove any provision from systems that already have little healthcare capacity,-0.14583333333333334,Positive,0.7999999999999999,3170,0,0,"Dr Jon Behr (behr_dr), #hellomynameis JT (mellojonny), Babylon (babylonhealth)",1107016471832682496
100,Dr Jon Behr,behr_dr,16/03/2019,@HarryAEvans @mellojonny @babylonhealth Really?,0.2,Neutral,0.2,123,0,0,"Harry Aagaard Evans (HarryAEvans), #hellomynameis JT (mellojonny), Babylon (babylonhealth)",1107013475673477120
101,Heather Wms Gaona🐨,heatherwgaona,16/03/2019,"@noodleflute @trishgreenhalgh @babylonhealth Ohshit, this is real? Tech answering the question Medicine: how hard could it be?",-0.04583333333333334,Negative,0.42083333333333334,322,0,1,"Anita Brien (noodleflute), Trisha Greenhalgh #PeoplesVote (trishgreenhalgh), Babylon (babylonhealth)",1107013466924220422
102,Jim Parsons,JPWP,16/03/2019,What’s troubling about @babylonhealth: lack of clinical evidence supporting efficacy. More troubling still: corporate obfuscation of fact that 👉more benefit accrues to “it” (humans training its #AI algorithms) than medical benefit to citizens who enter their data #DigitalHealth https://t.co/uT4qq6esQD,0.1875,Negative,0.1875,1256,0,0,Babylon (babylonhealth),1107010607423868928
103,Dr Helen Salisbury,HelenRSalisbury,16/03/2019,@mellojonny @babylonhealth This diagnosis - malaria - may be a sensible differential in central Africa. The app is equally pisspoor on any continent.,0.0,Neutral,0.25,2472,0,0,"#hellomynameis JT (mellojonny), Babylon (babylonhealth)",1107004316953518080
104,Harry Aagaard Evans,HarryAEvans,16/03/2019,@mellojonny @babylonhealth Depends partly on how good access to professional health advice is in Rwanda though. And barriers to access for primary care etc. Health advice that is sometimes bad is better than no advice at all,0.2,Positive,0.47333333333333333,3170,0,1,"#hellomynameis JT (mellojonny), Babylon (babylonhealth)",1106998369594064903
105,#hellomynameis JT,mellojonny,16/03/2019,If @babylonhealth is unsafe in the UK it is unsafe everywhere https://t.co/vNxOwMKADm,0.0,Neutral,0.0,13831,10,24,Babylon (babylonhealth),1106997341704388609
106,Gareth Roberts,drgarethroberts,16/03/2019,@babylonhealth @noodleflute Don’t do it.. they’re using your data for free.,0.4,Positive,0.8,1252,0,6,"Babylon (babylonhealth), Anita Brien (noodleflute)",1106995093217648640
107,Paulo Andrade,pfandrade_,16/03/2019,@mluisbrown @babylonhealth That bodes well for your employer ;) Mine never did that for me. They never looked at it as a “perk” so the fact that all content from wwdc is available made it easy to say no.,0.36111111111111116,Positive,0.7444444444444445,478,0,0,"Michael Luís Brown (mluisbrown), Babylon (babylonhealth)",1106994774811332610
108,Michael Luís Brown,mluisbrown,16/03/2019,@pfandrade_ First time since 2014 I’m putting my name in the lottery again. Paid everything myself in then. This year if I get a golden ticket I get to expense everything 😀 Amazing perk of working for @babylonhealth,0.38333333333333336,Positive,0.5777777777777778,572,0,3,"Paulo Andrade (pfandrade_), Babylon (babylonhealth)",1106989676798332929
109,HealthTechInsider,HealthTechInsi2,16/03/2019,The @babylonhealth chatbot is “work in progress” but more worryingly not complying with very basic clinical safety protocols. The push in the market of this immature product is due to the need to keep blinding investors with the PR headlights. https://t.co/MDYCZGOTUx,0.125,Positive,0.3458333333333334,77,10,12,Babylon (babylonhealth),1106988121814716416
110,Jim Parsons,JPWP,16/03/2019,"Alternately: @babylonhealth could intentionally be 💰 loosing cost centre. Sources of Personal Health Data for training #AI #Cloud #BigData Medical Systems:
a) hard to find
b) expensive
c) often static
Huge value in persistent, real-time, streams of personal health data for #AI https://t.co/m12Lv8fo2P",0.013541666666666667,Positive,0.45520833333333327,1256,1,0,Babylon (babylonhealth),1106973003991183360
111,Jim Parsons,JPWP,16/03/2019,"As (or more) important:
DATA is an asset class
In event @babylonhealth goes bankrupt? 
—who owns personal health data citizens entered?
—what triggers patient data destruction?
—is receiver/liquidator auction block a path to global data-brokerage market?
 #HealthTech #AI #BigData https://t.co/m12Lv8fo2P",0.225,Negative,0.45,1256,0,2,Babylon (babylonhealth),1106971097566728193
112,Ben Furnival,ben_furnival,16/03/2019,Ought to try @babylonhealth if it’s available in your area. I usually get a video appointment in the following hour https://t.co/GHG0U96XLY,0.05000000000000001,Neutral,0.25,2025,0,0,Babylon (babylonhealth),1106935801907240961
113,Sandra Leaton Gray,drleatongray,16/03/2019,"Decided to buy Solvazinc to boost immune system. Online pharmacy said prescription only. Link took me to @babylonhealth, the disruptor firm for ££ private online GP appointments that @MattHancock hustles for. Only thing is, it’s an over the counter product. Misleading and dodgy.",-0.05,Positive,0.69375,2241,0,0,"Babylon (babylonhealth), Matt Hancock (MattHancock)",1106919179117051907
114,Ian,IanStockport,16/03/2019,@sib313 @EinsteinsAttic @askmygp @DrMurphy11 @bengoldacre @doctorsdilemma @babylonhealth @GPatHand @ptaccesshelp @GPonlineservice @live_evergreen @getdoctorlink And many of these are forced to book an appointment at 8:30 on the day as by 8:40 they have all gone.,0.09999999999999998,Negative,0.35,103,1,2,"Steve the skeptic (sib313), Phil Booth (EinsteinsAttic), askmyGP (askmygp), Dr Murphy (DrMurphy11), ben goldacre (bengoldacre), Anil Adisesh (doctorsdilemma), Babylon (babylonhealth), Babylon GP at Hand (GPatHand), Patient Access (ptaccesshelp), GP Online Services (GPonlineservice), Evergreen Life (live_evergreen), Doctorlink (getdoctorlink)",1106912326601633793
115,JKM Care Solutions,JKMVidimo,16/03/2019,"@DrMurphy11 @doctorsdilemma @bengoldacre @babylonhealth @GPatHand @askmygp @ptaccesshelp @GPonlineservice @live_evergreen @getdoctorlink @MattHancock @JulietBauer @marcus_baw Struck a real chord with us too when first published. The frustration from many clinicians we've spoken with is palpable. Getting the Basics is clearly needed and yet, when this type of innovation presents itself, its met with stonewall silence or a plethora of excuses.",0.21000000000000002,Positive,0.4033333333333333,478,2,2,"Dr Murphy (DrMurphy11), Anil Adisesh (doctorsdilemma), ben goldacre (bengoldacre), Babylon (babylonhealth), Babylon GP at hand (GPatHand), askmyGP (askmygp), Patient Access (ptaccesshelp), GP Online Services (GPonlineservice), Evergreen Life (live_evergreen), Doctorlink (getdoctorlink), Matt Hancock (MattHancock), Juliet Bauer (JulietBauer), Dr Marcus Baw (marcus_baw)",1106892138997002242
116,Phil Booth,EinsteinsAttic,16/03/2019,@sib313 @askmygp @DrMurphy11 @bengoldacre @doctorsdilemma @babylonhealth @GPatHand @ptaccesshelp @GPonlineservice @live_evergreen @getdoctorlink Ta. Will do.,0.0,Neutral,0.0,1070,0,0,"Steve the skeptic (sib313), askmyGP (askmygp), Dr Murphy (DrMurphy11), ben goldacre (bengoldacre), Anil Adisesh (doctorsdilemma), Babylon (babylonhealth), Babylon GP at Hand (GPatHand), Patient Access (ptaccesshelp), GP Online Services (GPonlineservice), Evergreen Life (live_evergreen), Doctorlink (getdoctorlink)",1106889333653553152
117,Navin Chandra,nav4879,16/03/2019,Does anyone have videos of @babylonhealth getting it right....? 🤦🏽‍♂️🤔🙏🏽 https://t.co/4bIPQ011bh,0.2857142857142857,Neutral,0.5357142857142857,802,0,1,Babylon (babylonhealth),1106884283212406784
118,Steve the skeptic,sib313,16/03/2019,@EinsteinsAttic @askmygp @DrMurphy11 @bengoldacre @doctorsdilemma @babylonhealth @GPatHand @ptaccesshelp @GPonlineservice @live_evergreen @getdoctorlink Nationally only ~40-45% of patients get same day appointments. See previous tweets of mine on NHS Digital’s GP appointment data.,-0.041666666666666664,Neutral,0.3229166666666667,1845,1,0,"Phil Booth (EinsteinsAttic), askmyGP (askmygp), Dr Murphy (DrMurphy11), ben goldacre (bengoldacre), Anil Adisesh (doctorsdilemma), Babylon (babylonhealth), Babylon GP at hand (GPatHand), Patient Access (ptaccesshelp), GP Online Services (GPonlineservice), Evergreen Life (live_evergreen), Doctorlink (getdoctorlink)",1106871479696793600
119,ben goldacre,bengoldacre,16/03/2019,@askmygp @sib313 @DrMurphy11 @doctorsdilemma @babylonhealth @GPatHand @ptaccesshelp @GPonlineservice @live_evergreen @getdoctorlink That is well interesting.,0.5,Positive,0.5,482385,0,1,"askmyGP (askmygp), Steve the skeptic (sib313), Dr Murphy (DrMurphy11), Anil Adisesh (doctorsdilemma), Babylon (babylonhealth), Babylon GP at hand (GPatHand), Patient Access (ptaccesshelp), GP Online Services (GPonlineservice), Evergreen Life (live_evergreen), Doctorlink (getdoctorlink)",1106870483163729920
120,Phil Booth,EinsteinsAttic,16/03/2019,@sib313 @askmygp @DrMurphy11 @bengoldacre @doctorsdilemma @babylonhealth @GPatHand @ptaccesshelp @GPonlineservice @live_evergreen @getdoctorlink That looks impressive! Do you have comparative analytics for practices using other methods?,0.4375,Positive,0.6875,1070,0,1,"Steve the skeptic (sib313), askmyGP (askmygp), Dr Murphy (DrMurphy11), ben goldacre (bengoldacre), Anil Adisesh (doctorsdilemma), Babylon (babylonhealth), Babylon GP at hand (GPatHand), Patient Access (ptaccesshelp), GP Online Services (GPonlineservice), Evergreen Life (live_evergreen), Doctorlink (getdoctorlink)",1106869814231031808
121,askmyGP,askmygp,16/03/2019,@sib313 @DrMurphy11 @bengoldacre @doctorsdilemma @babylonhealth @GPatHand @ptaccesshelp @GPonlineservice @live_evergreen @getdoctorlink The tiny take up of video by both patients and clinicians has been a real surprise to us.,0.1,Positive,0.4,1008,0,0,"Steve the skeptic (sib313), Dr Murphy (DrMurphy11), ben goldacre (bengoldacre), Anil Adisesh (doctorsdilemma), Babylon (babylonhealth), Babylon GP at hand (GPatHand), Patient Access (ptaccesshelp), GP Online Services (GPonlineservice), Evergreen Life (live_evergreen), Doctorlink (getdoctorlink)",1106865579208654853
122,Steve the skeptic,sib313,16/03/2019,"@askmygp @DrMurphy11 @bengoldacre @doctorsdilemma @babylonhealth @GPatHand @ptaccesshelp @GPonlineservice @live_evergreen @getdoctorlink Also askmyGP offers patients video as a way to talk to their GP. Fewer than 1 in 1,000 patients choose it over simple online messages or phone calls.",0.05,Neutral,0.17857142857142858,1845,1,6,"askmyGP (askmygp), Dr Murphy (DrMurphy11), ben goldacre (bengoldacre), Anil Adisesh (doctorsdilemma), Babylon (babylonhealth), Babylon GP at hand (GPatHand), Patient Access (ptaccesshelp), GP Online Services (GPonlineservice), Evergreen Life (live_evergreen), Doctorlink (getdoctorlink)",1106863911549239296
123,Steve the skeptic,sib313,16/03/2019,"@askmygp @DrMurphy11 @bengoldacre @doctorsdilemma @babylonhealth @GPatHand @ptaccesshelp @GPonlineservice @live_evergreen @getdoctorlink For example, this is how fast askmyGP practices respond to patient requests: https://t.co/BZnRTVuNXP",0.2,Neutral,0.6,1845,2,3,"askmyGP (askmygp), Dr Murphy (DrMurphy11), ben goldacre (bengoldacre), Anil Adisesh (doctorsdilemma), Babylon (babylonhealth), Babylon GP at hand (GPatHand), Patient Access (ptaccesshelp), GP Online Services (GPonlineservice), Evergreen Life (live_evergreen), Doctorlink (getdoctorlink)",1106861664119521280
124,Meddev Guy,Meddev_guy,16/03/2019,@DrMurphy11 @MHRAdevices @babylonhealth @GPatHand @MattHancock @TELUSHealth @Samsung @DMS_MilMed @CareQualityComm @bengoldacre @NHSCCIO You need to report via Yellow Card. https://t.co/bO2z4gr89C,0.0,Neutral,0.0,11,0,0,"Dr Murphy (DrMurphy11), MHRA Devices Safety (MHRAdevices), Babylon (babylonhealth), Babylon GP at hand (GPatHand), Matt Hancock (MattHancock), TELUS Health (TELUSHealth), Samsung Electronics (Samsung), Defence Medical Services (DMS_MilMed), Care Quality Commission (CareQualityComm), ben goldacre (bengoldacre), Simon Eccles (NHSCCIO)",1106860078580285440
125,askmyGP,askmygp,16/03/2019,@DrMurphy11 @bengoldacre @doctorsdilemma @babylonhealth @GPatHand @ptaccesshelp @GPonlineservice @live_evergreen @getdoctorlink @sib313 has the analytics.,0.0,Neutral,0.0,1008,0,1,"Dr Murphy (DrMurphy11), ben goldacre (bengoldacre), Anil Adisesh (doctorsdilemma), Babylon (babylonhealth), Babylon GP at Hand (GPatHand), Patient Access (ptaccesshelp), GP Online Services (GPonlineservice), Evergreen Life (live_evergreen), Doctorlink (getdoctorlink), Steve the skeptic (sib313)",1106859043065393153
126,askmyGP,askmygp,16/03/2019,"@DrMurphy11 @bengoldacre @doctorsdilemma @babylonhealth @GPatHand @ptaccesshelp @GPonlineservice @live_evergreen @getdoctorlink For the record, we serve over 300,000 NHS patients through their practices.  We managed 15,000 consults last week, of which 10,000 initiated online, video offered alongside other channels.  Some fascinating evidence emerging.",0.19166666666666665,Positive,0.4305555555555556,1008,2,3,"Dr Murphy (DrMurphy11), ben goldacre (bengoldacre), Anil Adisesh (doctorsdilemma), Babylon (babylonhealth), Babylon GP at hand (GPatHand), Patient Access (ptaccesshelp), GP Online Services (GPonlineservice), Evergreen Life (live_evergreen), Doctorlink (getdoctorlink)",1106856979090288641
127,Dr Murphy,DrMurphy11,16/03/2019,"@bengoldacre @doctorsdilemma @babylonhealth @GPatHand @askmygp @ptaccesshelp @GPonlineservice @live_evergreen @getdoctorlink Apologies @bengoldacre; it was an emotive tweet, driven by the indifference that has been shown by those responsible for #HealthTech #Governance &amp; #PatientSafety.

I wasn't present at the event, what other online GP consultation systems got a mention? https://t.co/eDLDQBDXHy",0.025000000000000005,Positive,0.30833333333333335,4091,0,1,"ben goldacre (bengoldacre), Anil Adisesh (doctorsdilemma), Babylon (babylonhealth), Babylon GP at hand (GPatHand), askmyGP (askmygp), Patient Access (ptaccesshelp), GP Online Services (GPonlineservice), Evergreen Life (live_evergreen), Doctorlink (getdoctorlink), ben goldacre (bengoldacre)",1106853675602010112
128,S P P Whiteley,WhiteAero,16/03/2019,"@DrMurphy11 @MHRAdevices @babylonhealth @GPatHand @MattHancock @TELUSHealth @Samsung @DMS_MilMed @CareQualityComm @bengoldacre @NHSCCIO Hi, has a response time been given on when they will respond, given that this is a #PatientSafety issue? Have they also been contacted verbally / physically to ensure they know this issue needs urgent consideration?
Thank you",0.0,Positive,0.14285714285714285,2048,1,3,"Dr Murphy (DrMurphy11), MHRA Devices Safety (MHRAdevices), Babylon (babylonhealth), Babylon GP at hand (GPatHand), Matt Hancock (MattHancock), TELUS Health (TELUSHealth), Samsung Electronics (Samsung), Defence Medical Services (DMS_MilMed), Care Quality Commission (CareQualityComm), ben goldacre (bengoldacre), Simon Eccles (NHSCCIO)",1106852832857206784
129,ben goldacre,bengoldacre,16/03/2019,"@DrMurphy11 @doctorsdilemma @babylonhealth @GPatHand @askmygp @ptaccesshelp @GPonlineservice @live_evergreen @getdoctorlink That piece has a random quote from an LMC event I chaired. I expressed various views, in passing. It is absurd/unprofessional of you to anonymously characterise this as me ""promoting"" a company. I have mixed, critical views on Babylon - and the state's response to it - as before.",-0.125,Negative,0.5125,482385,1,3,"Dr Murphy (DrMurphy11), Anil Adisesh (doctorsdilemma), Babylon (babylonhealth), Babylon GP at hand (GPatHand), askmyGP (askmygp), Patient Access (ptaccesshelp), GP Online Services (GPonlineservice), Evergreen Life (live_evergreen), Doctorlink (getdoctorlink)",1106849701905731584
130,TAcademic,taphc,16/03/2019,@DrMurphy11 @bengoldacre The problem with @babylonhealth company is more concerned about profits rather than safety - ie keeping a flawed chatbot and GPathand only registering well patients - it seems it's a company that has very little to do with health*care* and more to do with profit generation,0.05125,Positive,0.63,13,0,1,"Dr Murphy (DrMurphy11), ben goldacre (bengoldacre), Babylon (babylonhealth)",1106849165592670208
